gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Male,fulltime,5239 Other financial investment activities,431399,Separate,Group,,,39,100291,Y,Y,F
Male,fulltime,6113 Universities,155468.5,Single,,,,44,100292,N,Y,E
Female,fulltime,,400000,Single,With Parent,Elementary,1,27,100293,Y,Y,E
Female,parttime,5231 Securities and commodity contracts intermediation and brokerage,431616.95,Married,With Spouse,,,73,100294,Y,Y,F
Female,fulltime,Retired,420769,Widowed,Group,,,57,100295,Y,N,E
Other,fulltime,5617 Services to buildings and dwellings,422921,Married,With Spouse,,,37,100296,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,100297,Y,Y,F
Male,fulltime,Retired,411256,Married,With Spouse,,,77,100298,Y,Y,E
Female,parttime,"5418 Advertising, public relations, and related services",433484.65,Married,With Spouse,,,65,100299,Y,Y,E
Male,parttime,4521 Department stores,433687.5,Divorced,Group,,,50,100300,N,N,F
Female,fulltime,5411 Legal services,63373.05,Divorced,With Spouse,,,59,100301,Y,Y,E
Male,fulltime,3371 Household and institutional furniture and kitchen cabinet manuf,165187.15,Divorced,,,,54,100302,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,100303,Y,Y,F
Male,fulltime,Retired,41237.7,Married,With Spouse,,,47,100304,N,Y,E
Male,fulltime,7223 Special food services,49213.8,Married,With Spouse,,,66,100305,Y,N,E
Female,fulltime,Retired,91721.7,Widowed,,,,54,100306,Y,Y,F
Male,parttime,3151 Clothing knitting mills,406393.75,Single,With Parent,Apprenticeship,,31,100307,Y,Y,E
Male,fulltime,5241 Insurance carriers,50096.97,Single,,Apprenticeship,,29,100308,N,Y,E
Female,parttime,5221 Depository credit intermediation,423334.65,Married,With Spouse,,,55,100309,Y,Y,F
Female,fulltime,9112-9119 Other federal services,43538.88,Single,Group,Apprenticeship,,30,100310,Y,N,E
Male,fulltime,,400000,Single,,College,,26,100311,Y,Y,E
Male,fulltime,Retired,114991.8,Married,With Spouse,,,78,100312,N,Y,F
Female,fulltime,7221 Full-service restaurants,423731.29,Single,,Apprenticeship,,34,100313,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,100314,Y,Y,E
Other,fulltime,9120 Provincial and territorial public administration (9121 to 9129),43679.3,Married,With Spouse,,,58,100315,Y,N,F
Male,fulltime,Retired,74988.2,Divorced,,,,41,100316,N,Y,E
Female,parttime,4451 Grocery stores,412103.74,Single,With Parent,Apprenticeship,,30,100317,Y,Y,E
Female,fulltime,Retired,108260.6,Widowed,,,,44,100318,Y,Y,F
Male,fulltime,5312 Offices of real estate agents and brokers,422772.97,Single,,Apprenticeship,,30,100319,Y,Y,E
Female,fulltime,Retired,414770.7,Widowed,Group,,,57,100320,N,N,E
Female,fulltime,5171 Wired telecommunications carriers,40208,Married,With Spouse,,,35,100321,Y,Y,F
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",425898.9,Married,With Spouse,,,72,100322,Y,Y,E
Female,fulltime,4481 Clothing stores,103708.15,Divorced,,,,58,100323,Y,Y,E
Male,fulltime,4441 Building material and supplies dealers,58155.5,Married,With Spouse,,,58,100324,N,Y,F
Male,parttime,5222 Non-depository credit intermediation,410544.82,Single,With Spouse,Apprenticeship,,31,100325,Y,N,E
Male,parttime,5415 Computer systems design and related services,434096.7,Married,With Spouse,,,53,100326,Y,Y,E
Female,fulltime,5121 Motion picture and video industries,421024.3,Divorced,,Apprenticeship,,33,100327,Y,Y,F
Female,fulltime,Retired,72361.8,Widowed,,,,51,100328,N,Y,E
Female,parttime,6111 Elementary and secondary schools,411481.7,Separate,Group,,,71,100329,Y,Y,E
Female,fulltime,6216 Home health care services,78724,Single,,,,39,100330,Y,N,F
Female,fulltime,5615 Travel arrangement and reservation services,73593.1,Single,Group,,,54,100331,Y,Y,E
Male,parttime,"5111 Newspaper, periodical, book and director publishers",416720.11,Single,,Apprenticeship,,28,100332,N,Y,E
Female,fulltime,Retired,81505.9,Widowed,Group,,,44,100333,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Middle,1,27,100334,Y,Y,E
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",43355.15,Married,With Spouse,,,64,100335,Y,N,E
Male,parttime,6113 Universities,407120.08,Single,With Parent,Apprenticeship,,28,100336,N,Y,F
Male,fulltime,4421 Furniture stores,66506,Married,With Spouse,,,36,100337,Y,Y,E
Female,parttime,5221 Depository credit intermediation,431245.5,Married,With Spouse,,,66,100338,Y,Y,E
Male,fulltime,Retired,36448.3,Married,With Spouse,,,45,100339,Y,Y,F
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",77329,Single,,,,35,100340,N,N,E
Male,fulltime,5221 Depository credit intermediation,423133,Separate,With Parent,,,37,100341,Y,Y,E
Male,fulltime,,400000,Married,,Secondary,1,31,100342,Y,Y,F
Male,parttime,5411 Legal services,405273.4,Single,With Parent,Apprenticeship,,29,100343,Y,Y,E
Female,fulltime,5239 Other financial investment activities,429357.79,Married,With Spouse,Apprenticeship,,33,100344,N,Y,E
Female,fulltime,"4453 Beer, wine and liquor stores",81752,Single,,,,36,100345,Y,N,F
Female,fulltime,,125906,Single,Group,,,43,100346,Y,Y,E
Male,parttime,7221 Full-service restaurants,409501.69,Single,With Parent,Apprenticeship,,27,100347,Y,Y,E
Male,parttime,6230 Nursing and residential care facilities (6231 to 6239),433884.4,Married,With Spouse,,,47,100348,N,Y,F
Male,fulltime,4143 Home furnishings wholesaler-distributors,39784.25,Married,With Spouse,,,58,100349,Y,Y,E
Male,fulltime,Retired,423643.2,Married,With Spouse,,,40,100350,Y,N,E
Male,parttime,8121 Personal care services,405385.6,Single,With Parent,College,,34,100351,Y,Y,F
Male,fulltime,Retired,81685.8,Separate,,,,56,100352,N,Y,E
Male,fulltime,7222 Limited-service restaurants,35763,Married,With Spouse,,,34,100353,Y,Y,E
Female,fulltime,Retired,430903.6,Married,With Spouse,,,41,100354,Y,Y,F
Female,fulltime,5241 Insurance carriers,425337.4,Single,,College,,34,100355,Y,N,E
Male,fulltime,4811 Scheduled air transportation,68946,Single,Group,,,39,100356,N,Y,E
Male,fulltime,Retired,132619.9,Widowed,,,,49,100357,Y,Y,F
Male,fulltime,Retired,427087.2,Married,With Spouse,,,74,100358,Y,Y,E
Male,fulltime,5312 Offices of real estate agents and brokers,61864.25,Married,With Spouse,,,57,100359,Y,Y,E
Other,fulltime,Retired,432423.3,Married,With Spouse,,,42,100360,N,N,F
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",54623,Married,With Spouse,,,39,100361,Y,Y,E
Male,fulltime,4451 Grocery stores,427750.36,Separate,,Apprenticeship,,30,100362,Y,Y,E
Female,parttime,3113 Sugar and confectionery product manufacturing,406611.22,Single,With Parent,Apprenticeship,,28,100363,Y,Y,F
Male,parttime,6216 Home health care services,404552.68,Single,With Parent,Apprenticeship,,31,100364,N,Y,E
Other,fulltime,5411 Legal services,56352,Married,With Spouse,,,43,100365,Y,N,E
Female,fulltime,5172 Wireless telecommunications carriers (except satellite),99004.65,Widowed,,,,61,100366,Y,Y,F
Female,parttime,4481 Clothing stores,410602.57,Single,With Parent,Apprenticeship,,30,100367,Y,Y,E
Female,parttime,3364 Aerospace product and parts manufacturing,406439.95,Married,With Spouse,Apprenticeship,,28,100368,N,Y,E
Female,parttime,4451 Grocery stores,433957.75,Married,With Spouse,,,70,100369,Y,Y,F
Female,parttime,"5416 Management, scientific and technical consulting services",426426.15,Married,With Spouse,,,65,100370,Y,N,E
Male,fulltime,5312 Offices of real estate agents and brokers,90571,Divorced,,,,42,100371,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),82681,Single,,,,41,100372,N,Y,F
Female,fulltime,Retired,422619.8,Married,With Spouse,,,43,100373,Y,Y,E
Female,fulltime,5121 Motion picture and video industries,42566,Separate,Group,,,36,100374,Y,Y,E
Female,parttime,3329 Other fabricated metal product manufacturing,408670.09,Single,With Parent,Apprenticeship,,29,100375,Y,N,F
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",406860.04,Single,With Parent,Apprenticeship,,34,100376,N,Y,E
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",405678.97,Married,With Spouse,Apprenticeship,,33,100377,Y,Y,E
Male,fulltime,4452 Specialty food stores,37082.9,Divorced,With Spouse,,,62,100378,Y,Y,F
Female,fulltime,2361 Residential building construction,421530.19,Married,With Spouse,College,,34,100379,Y,Y,E
Female,parttime,5221 Depository credit intermediation,422464.2,Married,With Spouse,,,47,100380,N,N,E
Other,fulltime,"5242 Agencies, brokerages and other insurance related activities",42803,Single,With Spouse,,,57,100381,Y,Y,F
Male,parttime,4884 Support activities for road transportation,414748.69,Single,With Spouse,Apprenticeship,,29,100382,Y,Y,E
Male,fulltime,2382 Building equipment contractors,58992.7,Single,Group,,,54,100383,Y,Y,E
Female,fulltime,Retired,429768.9,Married,With Spouse,,,78,100384,N,Y,F
Male,fulltime,"5418 Advertising, public relations, and related services",202904.85,Divorced,,,,62,100385,Y,N,E
Female,parttime,7221 Full-service restaurants,413295.04,Married,With Spouse,Apprenticeship,,29,100386,Y,Y,E
Male,parttime,5415 Computer systems design and related services,411407.44,Single,With Parent,Apprenticeship,,32,100387,Y,Y,F
Female,fulltime,Retired,167820.1,Widowed,,,,46,100388,N,Y,E
Male,fulltime,Retired,45808,Single,,,,41,100389,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,100390,Y,N,F
Female,fulltime,3118 Bakeries and tortilla manufacturing,431977,Married,With Spouse,,,36,100391,Y,Y,E
Male,fulltime,3341 Computer and peripheral equipment manufacturing,53124.25,Married,With Spouse,,,57,100392,N,Y,E
Female,fulltime,5221 Depository credit intermediation,61534,Married,With Spouse,,,37,100393,Y,Y,F
Female,fulltime,"7115 Independent artists, writers and performers",47171.3,Single,Group,,,47,100394,Y,Y,E
Male,parttime,"2211 Electric power generation, transmission and distribution",408086.32,Single,With Parent,Apprenticeship,,27,100395,Y,N,E
Male,fulltime,5415 Computer systems design and related services,80734.5,Married,With Spouse,,,47,100396,N,Y,F
Male,parttime,6111 Elementary and secondary schools,433320.1,Married,With Spouse,,,57,100397,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,100398,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,30,100399,Y,Y,F
Female,parttime,5411 Legal services,418870.39,Single,With Spouse,Apprenticeship,,30,100400,N,N,E
Male,fulltime,Retired,409948.4,Married,With Spouse,,,44,100401,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,49096.3,Married,With Spouse,,,52,100402,Y,Y,F
Female,fulltime,Retired,416097.9,Married,With Spouse,,,48,100403,Y,Y,E
Female,fulltime,4921 Couriers,49629.8,Divorced,Group,,,45,100404,N,Y,E
Male,parttime,5613 Employment services,420686.6,Single,With Parent,,,45,100405,Y,N,F
Female,parttime,"7113 Promoters (presenters) of performing arts, sports and similar e",407921.98,Married,With Spouse,Apprenticeship,,33,100406,Y,Y,E
Female,fulltime,7221 Full-service restaurants,421724.23,Single,Group,Apprenticeship,,29,100407,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,26,100408,N,Y,F
Male,fulltime,7221 Full-service restaurants,54677,Married,With Spouse,,,35,100409,Y,Y,E
Male,fulltime,5151 Radio and television broadcasting,36328.5,Married,With Spouse,,,61,100410,Y,N,E
Female,fulltime,5613 Employment services,47432.9,Married,With Spouse,,,53,100411,Y,Y,F
Female,fulltime,,400000,Separate,,,,60,100412,N,Y,E
Female,fulltime,5231 Securities and commodity contracts intermediation and brokerage,434725,Married,With Spouse,,,35,100413,Y,Y,E
Other,fulltime,"4141 Textile, clothing and footwear wholesaler-distributors",422526,Single,With Spouse,,,35,100414,Y,Y,F
Female,fulltime,Retired,83778.1,Widowed,,,,48,100415,Y,N,E
Female,fulltime,4481 Clothing stores,51738.5,Married,With Spouse,,,57,100416,N,Y,E
Male,fulltime,Retired,423795.8,Married,With Spouse,,,47,100417,Y,Y,F
Female,fulltime,5221 Depository credit intermediation,47075.6,Married,With Spouse,,,48,100418,Y,Y,E
Female,fulltime,4461 Health and personal care stores,95242,Single,Group,,,36,100419,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,100420,N,N,F
Male,fulltime,Retired,415356.6,Married,With Spouse,,,78,100421,Y,Y,E
Other,fulltime,Retired,424693.9,Married,With Spouse,,,46,100422,Y,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),40846.85,Married,With Spouse,,,56,100423,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),120996.1,Divorced,,,,56,100424,N,Y,E
Male,fulltime,5414 Specialized design services,50340,Separate,,,,42,100425,Y,N,E
Male,parttime,6214 Out-patients care centres,411921.58,Single,With Parent,Secondary,1,32,100426,Y,Y,F
Male,fulltime,6111 Elementary and secondary schools,41780.97,Married,,Apprenticeship,,34,100427,Y,Y,E
Male,parttime,"5418 Advertising, public relations, and related services",412068.1,Single,With Parent,Apprenticeship,,33,100428,N,Y,E
Female,parttime,8129 Other personal services,403348.51,Single,With Parent,Apprenticeship,,30,100429,Y,Y,F
Female,parttime,2362 Non-residential building construction,433506.4,Married,With Spouse,,,62,100430,Y,N,E
Female,fulltime,Retired,44840.6,Widowed,,,,43,100431,Y,Y,E
Male,parttime,5221 Depository credit intermediation,404402.86,Single,With Parent,Apprenticeship,,34,100432,N,Y,F
Female,fulltime,Retired,53216.8,Single,,,,76,100433,Y,Y,E
Female,parttime,1110 Farms (except aquaculture) (1111 to 1124 and 1129),416815.7,Married,With Spouse,,,53,100434,Y,Y,E
Female,parttime,6111 Elementary and secondary schools,414906,Single,With Parent,,,35,100435,Y,N,F
Other,parttime,5241 Insurance carriers,407760.28,Single,With Spouse,Apprenticeship,,34,100436,N,Y,E
Male,fulltime,4911 Postal service,78470.95,Married,With Spouse,,,74,100437,Y,Y,E
Other,fulltime,6113 Universities,47101,Married,With Spouse,,,42,100438,Y,Y,F
Female,fulltime,,400000,Married,With Spouse,,,41,100439,Y,Y,E
Male,fulltime,6113 Universities,75797.65,Single,Group,,,68,100440,N,N,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,31,100441,Y,Y,F
Female,fulltime,5415 Computer systems design and related services,428908.99,Single,Group,Apprenticeship,,32,100442,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,32,100443,Y,Y,E
Other,fulltime,"5416 Management, scientific and technical consulting services",424433,Married,With Spouse,,,37,100444,N,Y,F
Female,parttime,"2381 Foundation, structure, and building exterior contractors",429826.4,Married,With Spouse,,,60,100445,Y,N,E
Male,fulltime,3219 Other wood product manufacturing,37666.2,Single,Group,,,46,100446,Y,Y,E
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",56543.3,Married,With Spouse,,,53,100447,Y,Y,F
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",49271.2,Married,With Spouse,,,48,100448,N,Y,E
Female,fulltime,3254 Pharmaceutical and medicine manufacturing,98282.25,Married,With Spouse,,,67,100449,Y,Y,E
Male,parttime,5415 Computer systems design and related services,415246.7,Widowed,Group,,,55,100450,Y,N,F
Male,parttime,6230 Nursing and residential care facilities (6231 to 6239),415843.3,Single,With Parent,,,49,100451,Y,Y,E
Male,fulltime,4111 Farm product wholesaler-distributors,45958,Single,With Spouse,,,35,100452,N,Y,E
Male,fulltime,7139 Other amusement and recreation industries,36248.2,Divorced,Group,,,65,100453,Y,Y,F
Female,parttime,6213 Offices of other health practitioners,415103.1,Married,With Spouse,,,69,100454,Y,Y,E
Female,parttime,6219 Other ambulatory health care services,422247.9,Married,With Spouse,,,61,100455,Y,N,E
Male,fulltime,6111 Elementary and secondary schools,39987.4,Married,With Spouse,,,66,100456,N,Y,F
Female,fulltime,5614 Business support services,92397,Divorced,Group,,,73,100457,Y,Y,E
Male,fulltime,,400000,Single,With Parent,,,52,100458,Y,Y,E
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",426598,Married,With Spouse,,,39,100459,Y,Y,F
Female,fulltime,"5418 Advertising, public relations, and related services",427547.08,Single,With Spouse,Apprenticeship,,32,100460,N,N,E
Male,fulltime,Retired,40534.9,Married,With Spouse,,,76,100461,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,30,100462,Y,Y,F
Male,fulltime,3254 Pharmaceutical and medicine manufacturing,431229,Married,With Spouse,,,39,100463,Y,Y,E
Female,parttime,"5418 Advertising, public relations, and related services",413663.32,Married,With Spouse,Apprenticeship,,32,100464,N,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),70495.7,Divorced,With Parent,,,52,100465,Y,N,F
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",90455.2,Divorced,,,,72,100466,Y,Y,E
Male,fulltime,Retired,406090.7,Married,With Spouse,,,42,100467,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,32,100468,N,Y,F
Male,fulltime,Retired,410924.2,Married,With Spouse,,,58,100469,Y,Y,E
Female,parttime,4452 Specialty food stores,423573,Divorced,With Parent,,,47,100470,Y,N,E
Male,fulltime,Retired,417264.1,Married,With Spouse,,,51,100471,Y,Y,F
Male,parttime,4143 Home furnishings wholesaler-distributors,425370.7,Married,With Spouse,,,64,100472,N,Y,E
Male,parttime,6211 Offices of physicians,432665.75,Single,Group,,,59,100473,Y,Y,E
Other,fulltime,4521 Department stores,76864.85,Married,With Spouse,,,62,100474,Y,Y,F
Male,parttime,7222 Limited-service restaurants,409299.07,Single,With Parent,College,,26,100475,Y,N,E
Female,fulltime,3118 Bakeries and tortilla manufacturing,41397,Married,With Spouse,,,34,100476,N,Y,E
Male,fulltime,Retired,99498,Divorced,,,,49,100477,Y,Y,F
Female,parttime,3371 Household and institutional furniture and kitchen cabinet manuf,415579.96,Married,With Spouse,Apprenticeship,,34,100478,Y,Y,E
